1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
55B03,APPLIANCE|ODOR|ROUTINE,APPOR,2E+1T,"ELECTRICAL HAZARD, APPLIANCE W/ ODOR PRESENT","ELEC APPLIANCE, ODOR OF SMOKE, ROUTINE",[DWP],7,2,1,,,,,,,,,,,,,,,,,,,
55B03A,APPLIANCE|ODOR|ROUTINE,APPOR,2E+1T,"ELECTRICAL HAZARD, APPLIANCE W/ ODOR PRESENT, ANIMALS THREATENED","ELEC APPLIANCE, ODOR OF SMOKE, ROUTINE",[DWP],7,2,1,,,,,,,,,,,,,,,,,,,
55B03B,APPLIANCE|ODOR|ROUTINE,APPOR,2E+1T,"ELECTRICAL HAZARD, APPLIANCE W/ ODOR PRESENT, BUILDINGS (NON-RESIDENTIAL) THREATENED","ELEC APPLIANCE, ODOR OF SMOKE, ROUTINE",[DWP],7,2,1,,,,,,,,,,,,,,,,,,,
55B03C,APPLIANCE|ODOR,APPO,2E+1T,"ELECTRICAL HAZARD, APPLIANCE W/ ODOR PRESENT, BRUSH/GRASS THREATENED","ELEC APPLIANCE, ODOR OF SMOKE",[DWP],5,2,1,,,,,,,,,,,,,,,,,,,
55B03D,APPLIANCE|ODOR,APPO,2E+1T,"ELECTRICAL HAZARD, APPLIANCE W/ ODOR PRESENT, WILDLAND THREATENED","ELEC APPLIANCE, ODOR OF SMOKE",[DWP],5,2,1,,,,,,,,,,,,,,,,,,,
55B03N,APPLIANCE|ODOR|ALS1,APPO1,2E+1T+1M,"ELECTRICAL HAZARD, APPLIANCE W/ ODOR PRESENT, PERSON IN CONTACT W/ ELECTRICAL HAZARD","ELEC APPLIANCE, ODOR OF SMOKE, ALS1",[DWP],5,2,1,,1,,,,,,,,,,,,,,,,,
55B03O,APPLIANCE|ODOR|ROUTINE,APPOR,2E+1T,"ELECTRICAL HAZARD, APPLIANCE W/ ODOR PRESENT, OTHER THREATENED","ELEC APPLIANCE, ODOR OF SMOKE, ROUTINE",[DWP],7,2,1,,,,,,,,,,,,,,,,,,,
55B03P,APPLIANCE|ODOR,APPO,2E+1T,"ELECTRICAL HAZARD, APPLIANCE W/ ODOR PRESENT, PEOPLE IN DANGER","ELEC APPLIANCE, ODOR OF SMOKE",[DWP],5,2,1,,,,,,,,,,,,,,,,,,,
55B03R,APPLIANCE|ODOR,APPO,2E+1T,"ELECTRICAL HAZARD, APPLIANCE W/ ODOR PRESENT, RESIDENTIAL THREATENED","ELEC APPLIANCE, ODOR OF SMOKE",[DWP],5,2,1,,,,,,,,,,,,,,,,,,,
55B03S,APPLIANCE|ODOR|ALS2,APPO2,2E+1T+1M+1EMSO,"ELECTRICAL HAZARD, APPLIANCE W/ ODOR PRESENT, PERSON IN CONTACT W/ ELECTRICAL HAZARD & SINGLE INJURED PERSON","ELEC APPLIANCE, ODOR OF SMOKE, ALS2",[DWP],5,2,1,,1,,1,,,,,,,,,,,,,,,
55B03T,APPLIANCE|ODOR|MULT,APPOM,2E+1T+1M+1A,"ELECTRICAL HAZARD, APPLIANCE W/ ODOR PRESENT, PERSON IN CONTACT W/ ELECTRICAL HAZARD & MULT INJURED PERSONS","ELEC APPLIANCE, ODOR OF SMOKE W/ MULT PTS",[DWP],5,2,1,,1,1,,,,,,,,,,,,,,,,
55B03U,APPLIANCE|ODOR|ROUTINE,APPOR,2E+1T,"ELECTRICAL HAZARD, APPLIANCE W/ ODOR PRESENT, UNKN THREATENED","ELEC APPLIANCE, ODOR OF SMOKE, ROUTINE",[DWP],7,2,1,,,,,,,,,,,,,,,,,,,
55B03V,APPLIANCE|ODOR,APPO,2E+1T,"ELECTRICAL HAZARD, APPLIANCE W/ ODOR PRESENT, VEHICLE THREATENED","ELEC APPLIANCE, ODOR OF SMOKE",[DWP],5,2,1,,,,,,,,,,,,,,,,,,,
55B03X,APPLIANCE|ODOR|ALS1,APPO1,2E+1T+1M,"ELECTRICAL HAZARD, APPLIANCE W/ ODOR PRESENT, SINGLE INJURED PERSON","ELEC APPLIANCE, ODOR OF SMOKE, ALS1",[DWP],5,2,1,,1,,,,,,,,,,,,,,,,,
55B03Y,APPLIANCE|ODOR|MULT,APPOM,2E+1T+1M+1A,"ELECTRICAL HAZARD, APPLIANCE W/ ODOR PRESENT, MULT INJURED PERSONS","ELEC APPLIANCE, ODOR OF SMOKE W/ MULT PTS",[DWP],5,2,1,,1,1,,,,,,,,,,,,,,,,
55B04,ELEC|ODOR|ROUTINE,ELECOR,2E+1T,"ELECTRICAL HAZARD, ELECTRICAL ODOR","ELEC ODOR OF SMOKE, ROUTINE",[DWP],7,2,1,,,,,,,,,,,,,,,,,,,
55B04A,ELEC|ODOR|ROUTINE,ELECOR,2E+1T,"ELECTRICAL HAZARD, ELECTRICAL ODOR, ANIMALS THREATENED","ELEC ODOR OF SMOKE, ROUTINE",[DWP],7,2,1,,,,,,,,,,,,,,,,,,,
55B04B,ELEC|ODOR|ROUTINE,ELECOR,2E+1T,"ELECTRICAL HAZARD, ELECTRICAL ODOR, BUILDINGS (NON-RESIDENTIAL) THREATENED","ELEC ODOR OF SMOKE, ROUTINE",[DWP],7,2,1,,,,,,,,,,,,,,,,,,,
55B04C,ELEC|ODOR,ELECO,2E+1T,"ELECTRICAL HAZARD, ELECTRICAL ODOR, BRUSH/GRASS THREATENED",ELEC ODOR OF SMOKE,[DWP],5,2,1,,,,,,,,,,,,,,,,,,,
55B04D,ELEC|ODOR,ELECO,2E+1T,"ELECTRICAL HAZARD, ELECTRICAL ODOR, WILDLAND THREATENED",ELEC ODOR OF SMOKE,[DWP],5,2,1,,,,,,,,,,,,,,,,,,,
55B04N,ELEC|ODOR|ALS1,ELECO1,2E+1T+1M,"ELECTRICAL HAZARD, ELECTRICAL ODOR, PERSON IN CONTACT W/ ELECTRICAL HAZARD","ELEC ODOR OF SMOKE, ALS1",[DWP],5,2,1,,1,,,,,,,,,,,,,,,,,
55B04O,ELEC|ODOR|ROUTINE,ELECOR,2E+1T,"ELECTRICAL HAZARD, ELECTRICAL ODOR, OTHER THREATENED","ELEC ODOR OF SMOKE, ROUTINE",[DWP],7,2,1,,,,,,,,,,,,,,,,,,,
55B04P,ELEC|ODOR,ELECO,2E+1T,"ELECTRICAL HAZARD, ELECTRICAL ODOR, PEOPLE IN DANGER",ELEC ODOR OF SMOKE,[DWP],5,2,1,,,,,,,,,,,,,,,,,,,
55B04R,ELEC|ODOR,ELECO,2E+1T,"ELECTRICAL HAZARD, ELECTRICAL ODOR, RESIDENTIAL THREATENED",ELEC ODOR OF SMOKE,[DWP],5,2,1,,,,,,,,,,,,,,,,,,,
55B04S,ELEC|ODOR|ALS2,ELECO2,2E+1T+1M+1EMSO,"ELECTRICAL HAZARD, ELECTRICAL ODOR, PERSON IN CONTACT W/ ELECTRICAL HAZARD & SINGLE INJURED PERSON","ELEC ODOR OF SMOKE, ALS2",[DWP],5,2,1,,1,,1,,,,,,,,,,,,,,,
55B04T,ELEC|ODOR|MULT,ELECOM,2E+1T+1M+1A,"ELECTRICAL HAZARD, ELECTRICAL ODOR, PERSON IN CONTACT W/ ELECTRICAL HAZARD & MULT INJURED PERSONS",ELEC ODOR OF SMOKE W/ MULT PTS,[DWP],5,2,1,,1,1,,,,,,,,,,,,,,,,
55B04U,ELEC|ODOR|ROUTINE,ELECOR,2E+1T,"ELECTRICAL HAZARD, ELECTRICAL ODOR, UNKN THREATENED","ELEC ODOR OF SMOKE, ROUTINE",[DWP],7,2,1,,,,,,,,,,,,,,,,,,,
55B04V,ELEC|ODOR,ELECO,2E+1T,"ELECTRICAL HAZARD, ELECTRICAL ODOR, VEHICLE THREATENED",ELEC ODOR OF SMOKE,[DWP],5,2,1,,,,,,,,,,,,,,,,,,,
55B04X,ELEC|ODOR|ALS1,ELECO1,2E+1T+1M,"ELECTRICAL HAZARD, ELECTRICAL ODOR, SINGLE INJURED PERSON","ELEC ODOR OF SMOKE, ALS1",[DWP],5,2,1,,1,,,,,,,,,,,,,,,,,
55B04Y,ELEC|ODOR|MULT,ELECOM,2E+1T+1M+1A,"ELECTRICAL HAZARD, ELECTRICAL ODOR, MULT INJURED PERSONS",ELEC ODOR OF SMOKE W/ MULT PTS,[DWP],5,2,1,,1,1,,,,,,,,,,,,,,,,
55B05,ELEC|INVEST|ROUTINE,ELECIR,1E,"ELECTRICAL HAZARD, UNKN SITUATION (INVESTIGATION)","ELEC PROB/INVEST, ROUTINE",[DWP],7,1,,,,,,,,,,,,,,,,,,,,
55B05A,ELEC|INVEST|ROUTINE,ELECIR,1E,"ELECTRICAL HAZARD, UNKN SITUATION (INVESTIGATION), ANIMALS THREATENED","ELEC PROB/INVEST, ROUTINE",[DWP],7,1,,,,,,,,,,,,,,,,,,,,
55B05B,ELEC|INVEST|ROUTINE,ELECIR,1E,"ELECTRICAL HAZARD, UNKN SITUATION (INVESTIGATION), BUILDINGS (NON-RESIDENTIAL) THREATENED","ELEC PROB/INVEST, ROUTINE",[DWP],7,1,,,,,,,,,,,,,,,,,,,,
55B05C,ELEC|INVEST,ELECI,1E,"ELECTRICAL HAZARD, UNKN SITUATION (INVESTIGATION), BRUSH/GRASS THREATENED",ELEC PROB/INVEST,[DWP],7,1,,,,,,,,,,,,,,,,,,,,
55B05D,ELEC|INVEST,ELECI,1E,"ELECTRICAL HAZARD, UNKN SITUATION (INVESTIGATION), WILDLAND THREATENED",ELEC PROB/INVEST,[DWP],7,1,,,,,,,,,,,,,,,,,,,,
55B05N,ELEC|INVEST|ALS1,ELECI1,1E+1M,"ELECTRICAL HAZARD, UNKN SITUATION (INVESTIGATION), PERSON IN CONTACT W/ ELECTRICAL HAZARD","ELEC PROB/INVEST, ALS1",[DWP],7,1,,,1,,,,,,,,,,,,,,,,,
55B05O,ELEC|INVEST|ROUTINE,ELECIR,1E,"ELECTRICAL HAZARD, UNKN SITUATION (INVESTIGATION), OTHER THREATENED","ELEC PROB/INVEST, ROUTINE",[DWP],7,1,,,,,,,,,,,,,,,,,,,,
55B05P,ELEC|INVEST,ELECI,1E,"ELECTRICAL HAZARD, UNKN SITUATION (INVESTIGATION), PEOPLE IN DANGER",ELEC PROB/INVEST,[DWP],7,1,,,,,,,,,,,,,,,,,,,,
55B05R,ELEC|INVEST,ELECI,1E,"ELECTRICAL HAZARD, UNKN SITUATION (INVESTIGATION), RESIDENTIAL THREATENED",ELEC PROB/INVEST,[DWP],7,1,,,,,,,,,,,,,,,,,,,,
55B05S,ELEC|INVEST|ALS2,ELECI2,1E+1M+1EMSO,"ELECTRICAL HAZARD, UNKN SITUATION (INVESTIGATION), PERSON IN CONTACT W/ ELECTRICAL HAZARD & SINGLE INJURED PERSON","ELEC PROB/INVEST, ALS2",[DWP],5,1,,,1,,1,,,,,,,,,,,,,,,
55B05T,ELEC|INVEST|MULT,ELECIM,1E+1M+1A,"ELECTRICAL HAZARD, UNKN SITUATION (INVESTIGATION), PERSON IN CONTACT W/ ELECTRICAL HAZARD & MULT INJURED PERSONS",ELEC PROB/INVEST W/ MULT PTS,[DWP],5,1,,,1,1,,,,,,,,,,,,,,,,
55B05U,ELEC|INVEST|ROUTINE,ELECIR,1E,"ELECTRICAL HAZARD, UNKN SITUATION (INVESTIGATION), UNKN THREATENED","ELEC PROB/INVEST, ROUTINE",[DWP],7,1,,,,,,,,,,,,,,,,,,,,
55B05V,ELEC|INVEST,ELECI,1E,"ELECTRICAL HAZARD, UNKN SITUATION (INVESTIGATION), VEHICLE THREATENED",ELEC PROB/INVEST,[DWP],7,1,,,,,,,,,,,,,,,,,,,,
55B05X,ELEC|INVEST|ALS1,ELECI1,1E+1M,"ELECTRICAL HAZARD, UNKN SITUATION (INVESTIGATION), SINGLE INJURED PERSON","ELEC PROB/INVEST, ALS1",[DWP],7,1,,,1,,,,,,,,,,,,,,,,,
55B05Y,ELEC|INVEST|MULT,ELECIM,1E+1M+1A,"ELECTRICAL HAZARD, UNKN SITUATION (INVESTIGATION), MULT INJURED PERSONS",ELEC PROB/INVEST W/ MULT PTS,[DWP],5,1,,,1,1,,,,,,,,,,,,,,,,
55C00,ELEC|HAZ,ELEC,1E,"ELECTRICAL HAZARD, OVERRIDE (CHARLIE)",ELEC HAZ,[DWP],5,1,,,,,,,,,,,,,,,,,,,,
55C00A,ELEC|HAZ,ELEC,1E,"ELECTRICAL HAZARD, OVERRIDE (CHARLIE), ANIMALS THREATENED",ELEC HAZ,[DWP],5,1,,,,,,,,,,,,,,,,,,,,
55C00B,ELEC|HAZ,ELEC,1E,"ELECTRICAL HAZARD, OVERRIDE (CHARLIE), BUILDINGS (NON-RESIDENTIAL) THREATENED",ELEC HAZ,[DWP],5,1,,,,,,,,,,,,,,,,,,,,
55C00C,ELEC|HAZ,ELEC,1E,"ELECTRICAL HAZARD, OVERRIDE (CHARLIE), BRUSH/GRASS THREATENED",ELEC HAZ,[DWP],5,1,,,,,,,,,,,,,,,,,,,,
55C00D,ELEC|HAZ,ELEC,1E,"ELECTRICAL HAZARD, OVERRIDE (CHARLIE), WILDLAND THREATENED",ELEC HAZ,[DWP],5,1,,,,,,,,,,,,,,,,,,,,
55C00N,ELEC|HAZ|ALS1,ELEC1,1E+1M,"ELECTRICAL HAZARD, OVERRIDE (CHARLIE), PERSON IN CONTACT W/ ELECTRICAL HAZARD","ELEC HAZ, ALS1",[DWP],6,1,,,1,,,,,,,,,,,,,,,,,
55C00O,ELEC|HAZ,ELEC,1E,"ELECTRICAL HAZARD, OVERRIDE (CHARLIE), OTHER THREATENED",ELEC HAZ,[DWP],5,1,,,,,,,,,,,,,,,,,,,,
55C00P,ELEC|HAZ,ELEC,1E,"ELECTRICAL HAZARD, OVERRIDE (CHARLIE), PEOPLE IN DANGER",ELEC HAZ,[DWP],5,1,,,,,,,,,,,,,,,,,,,,
55C00R,ELEC|HAZ,ELEC,1E,"ELECTRICAL HAZARD, OVERRIDE (CHARLIE), RESIDENTIAL THREATENED",ELEC HAZ,[DWP],5,1,,,,,,,,,,,,,,,,,,,,
55C00S,ELEC|HAZ|ALS2,ELEC2,1E+1M+1EMSO,"ELECTRICAL HAZARD, OVERRIDE (CHARLIE), PERSON IN CONTACT W/ ELECTRICAL HAZARD & SINGLE INJURED PERSON","ELEC HAZ, ALS2",[DWP],5,1,,,1,,1,,,,,,,,,,,,,,,
55C00T,ELEC|HAZ|MULT,ELECM,2E+1M+1A,"ELECTRICAL HAZARD, OVERRIDE (CHARLIE), PERSON IN CONTACT W/ ELECTRICAL HAZARD & MULT INJURED PERSONS",ELEC HAZ W/ MULT PTS,[DWP],5,2,,,1,1,,,,,,,,,,,,,,,,
55C00U,ELEC|HAZ,ELEC,1E,"ELECTRICAL HAZARD, OVERRIDE (CHARLIE), UNKN THREATENED",ELEC HAZ,[DWP],5,1,,,,,,,,,,,,,,,,,,,,
55C00V,ELEC|HAZ,ELEC,1E,"ELECTRICAL HAZARD, OVERRIDE (CHARLIE), VEHICLE THREATENED",ELEC HAZ,[DWP],5,1,,,,,,,,,,,,,,,,,,,,
55C00X,ELEC|HAZ|ALS1,ELEC1,1E+1M,"ELECTRICAL HAZARD, OVERRIDE (CHARLIE), SINGLE INJURED PERSON","ELEC HAZ, ALS1",[DWP],6,1,,,1,,,,,,,,,,,,,,,,,
55C00Y,ELEC|HAZ|MULT,ELECM,2E+1M+1A,"ELECTRICAL HAZARD, OVERRIDE (CHARLIE), MULT INJURED PERSONS",ELEC HAZ W/ MULT PTS,[DWP],5,2,,,1,1,,,,,,,,,,,,,,,,
55C01,ELEC|HAZ|WATER|ROUTINE,ELECWR,1E,"ELECTRICAL HAZARD, ELECTRICAL HAZARD W/ OR NEAR WATER","ELEC HAZ INV WATER, ROUTINE",[DWP],6,1,,,,,,,,,,,,,,,,,,,,
55C01A,ELEC|HAZ|WATER|ROUTINE,ELECWR,1E,"ELECTRICAL HAZARD, ELECTRICAL HAZARD W/ OR NEAR WATER, ANIMALS THREATENED","ELEC HAZ INV WATER, ROUTINE",[DWP],6,1,,,,,,,,,,,,,,,,,,,,
55C01B,ELEC|HAZ|WATER|ROUTINE,ELECWR,1E,"ELECTRICAL HAZARD, ELECTRICAL HAZARD W/ OR NEAR WATER, BUILDINGS (NON-RESIDENTIAL) THREATENED","ELEC HAZ INV WATER, ROUTINE",[DWP],6,1,,,,,,,,,,,,,,,,,,,,
55C01C,ELEC|HAZ|WATER,ELECW,1E,"ELECTRICAL HAZARD, ELECTRICAL HAZARD W/ OR NEAR WATER, BRUSH/GRASS THREATENED",ELEC HAZ INV WATER,[DWP],5,1,,,,,,,,,,,,,,,,,,,,
55C01D,ELEC|HAZ|WATER,ELECW,1E,"ELECTRICAL HAZARD, ELECTRICAL HAZARD W/ OR NEAR WATER, WILDLAND THREATENED",ELEC HAZ INV WATER,[DWP],5,1,,,,,,,,,,,,,,,,,,,,
55C01N,ELEC|HAZ|WATER|ALS1,ELECW1,1E+1M,"ELECTRICAL HAZARD, ELECTRICAL HAZARD W/ OR NEAR WATER, PERSON IN CONTACT W/ ELECTRICAL HAZARD","ELEC HAZ INV WATER, ALS1",[DWP],6,1,,,1,,,,,,,,,,,,,,,,,
55C01O,ELEC|HAZ|WATER|ROUTINE,ELECWR,1E,"ELECTRICAL HAZARD, ELECTRICAL HAZARD W/ OR NEAR WATER, OTHER THREATENED","ELEC HAZ INV WATER, ROUTINE",[DWP],6,1,,,,,,,,,,,,,,,,,,,,
55C01P,ELEC|HAZ|WATER,ELECW,1E,"ELECTRICAL HAZARD, ELECTRICAL HAZARD W/ OR NEAR WATER, PEOPLE IN DANGER",ELEC HAZ INV WATER,[DWP],5,1,,,,,,,,,,,,,,,,,,,,
55C01R,ELEC|HAZ|WATER,ELECW,1E,"ELECTRICAL HAZARD, ELECTRICAL HAZARD W/ OR NEAR WATER, RESIDENTIAL THREATENED",ELEC HAZ INV WATER,[DWP],5,1,,,,,,,,,,,,,,,,,,,,
55C01S,ELEC|HAZ|WATER|ALS2,ELECW2,1E+1M+1EMSO,"ELECTRICAL HAZARD, ELECTRICAL HAZARD W/ OR NEAR WATER, PERSON IN CONTACT W/ ELECTRICAL HAZARD & SINGLE INJURED PERSON","ELEC HAZ INV WATER, ALS2",[DWP],5,1,,,1,,1,,,,,,,,,,,,,,,
55C01T,ELEC|HAZ|WATER|MULT,ELECWM,2E+1M+1A,"ELECTRICAL HAZARD, ELECTRICAL HAZARD W/ OR NEAR WATER, PERSON IN CONTACT W/ ELECTRICAL HAZARD & MULT INJURED PERSONS",ELEC HAZ INV WATER W/ MULT PTS,[DWP],5,2,,,1,1,,,,,,,,,,,,,,,,
55C01U,ELEC|HAZ|WATER|ROUTINE,ELECWR,1E,"ELECTRICAL HAZARD, ELECTRICAL HAZARD W/ OR NEAR WATER, UNKN THREATENED","ELEC HAZ INV WATER, ROUTINE",[DWP],6,1,,,,,,,,,,,,,,,,,,,,
55C01V,ELEC|HAZ|WATER,ELECW,1E,"ELECTRICAL HAZARD, ELECTRICAL HAZARD W/ OR NEAR WATER, VEHICLE THREATENED",ELEC HAZ INV WATER,[DWP],5,1,,,,,,,,,,,,,,,,,,,,
55C01X,ELEC|HAZ|WATER|ALS1,ELECW1,1E+1M,"ELECTRICAL HAZARD, ELECTRICAL HAZARD W/ OR NEAR WATER, SINGLE INJURED PERSON","ELEC HAZ INV WATER, ALS1",[DWP],6,1,,,1,,,,,,,,,,,,,,,,,
55C01Y,ELEC|HAZ|WATER|MULT,ELECWM,2E+1M+1A,"ELECTRICAL HAZARD, ELECTRICAL HAZARD W/ OR NEAR WATER, MULT INJURED PERSONS",ELEC HAZ INV WATER W/ MULT PTS,[DWP],5,2,,,1,1,,,,,,,,,,,,,,,,
55C02,WIRESDOWN|ARC|ROUTINE,WIRESSMR,1E,"ELECTRICAL HAZARD, WIRES DOWN W/ SMOKE OR ARCING","WIRES DOWN, SMOKING/ARCING, ROUTINE",[DWP],6,1,,,,,,,,,,,,,,,,,,,,
55C02A,WIRESDOWN|ARC|ROUTINE,WIRESSMR,1E,"ELECTRICAL HAZARD, WIRES DOWN W/ SMOKE OR ARCING, ANIMALS THREATENED","WIRES DOWN, SMOKING/ARCING, ROUTINE",[DWP],6,1,,,,,,,,,,,,,,,,,,,,
55C02B,WIRESDOWN|ARC|ROUTINE,WIRESSMR,1E,"ELECTRICAL HAZARD, WIRES DOWN W/ SMOKE OR ARCING, BUILDINGS (NON-RESIDENTIAL) THREATENED","WIRES DOWN, SMOKING/ARCING, ROUTINE",[DWP],6,1,,,,,,,,,,,,,,,,,,,,
55C02C,WIRESDOWN|ARC,WIRESSM,1E,"ELECTRICAL HAZARD, WIRES DOWN W/ SMOKE OR ARCING, BRUSH/GRASS THREATENED","WIRES DOWN, SMOKING/ARCING",[DWP],5,1,,,,,,,,,,,,,,,,,,,,
55C02D,WIRESDOWN|ARC,WIRESSM,1E,"ELECTRICAL HAZARD, WIRES DOWN W/ SMOKE OR ARCING, WILDLAND THREATENED","WIRES DOWN, SMOKING/ARCING",[DWP],5,1,,,,,,,,,,,,,,,,,,,,
55C02N,WIRESDOWN|ARC|ALS1,WIRESSM1,1E+1M,"ELECTRICAL HAZARD, WIRES DOWN W/ SMOKE OR ARCING, PERSON IN CONTACT W/ ELECTRICAL HAZARD","WIRES DOWN, SMOKING/ARCING, ALS1",[DWP],6,1,,,1,,,,,,,,,,,,,,,,,
55C02O,WIRESDOWN|ARC|ROUTINE,WIRESSMR,1E,"ELECTRICAL HAZARD, WIRES DOWN W/ SMOKE OR ARCING, OTHER THREATENED","WIRES DOWN, SMOKING/ARCING, ROUTINE",[DWP],6,1,,,,,,,,,,,,,,,,,,,,
55C02P,WIRESDOWN|ARC,WIRESSM,1E,"ELECTRICAL HAZARD, WIRES DOWN W/ SMOKE OR ARCING, PEOPLE IN DANGER","WIRES DOWN, SMOKING/ARCING",[DWP],5,1,,,,,,,,,,,,,,,,,,,,
55C02R,WIRESDOWN|ARC,WIRESSM,1E,"ELECTRICAL HAZARD, WIRES DOWN W/ SMOKE OR ARCING, RESIDENTIAL THREATENED","WIRES DOWN, SMOKING/ARCING",[DWP],5,1,,,,,,,,,,,,,,,,,,,,
55C02S,WIRESDOWN|ARC|ALS2,WIRESSM2,1E+1M+1EMSO,"ELECTRICAL HAZARD, WIRES DOWN W/ SMOKE OR ARCING, PERSON IN CONTACT W/ ELECTRICAL HAZARD & SINGLE INJURED PERSON","WIRES DOWN, SMOKING/ARCING, ALS2",[DWP],5,1,,,1,,1,,,,,,,,,,,,,,,
55C02T,WIRESDOWN|ARC|MULT,WIRESSMM,2E+1M+1A,"ELECTRICAL HAZARD, WIRES DOWN W/ SMOKE OR ARCING, PERSON IN CONTACT W/ ELECTRICAL HAZARD & MULT INJURED PERSONS","WIRES DOWN, SMOKING/ARCING W/ MULT PTS",[DWP],5,2,,,1,1,,,,,,,,,,,,,,,,
55C02U,WIRESDOWN|ARC|ROUTINE,WIRESSMR,1E,"ELECTRICAL HAZARD, WIRES DOWN W/ SMOKE OR ARCING, UNKN THREATENED","WIRES DOWN, SMOKING/ARCING, ROUTINE",[DWP],6,1,,,,,,,,,,,,,,,,,,,,
55C02V,WIRESDOWN|ARC,WIRESSM,1E,"ELECTRICAL HAZARD, WIRES DOWN W/ SMOKE OR ARCING, VEHICLE THREATENED","WIRES DOWN, SMOKING/ARCING",[DWP],5,1,,,,,,,,,,,,,,,,,,,,
55C02X,WIRESDOWN|ARC|ALS1,WIRESSM1,1E+1M,"ELECTRICAL HAZARD, WIRES DOWN W/ SMOKE OR ARCING, SINGLE INJURED PERSON","WIRES DOWN, SMOKING/ARCING, ALS1",[DWP],6,1,,,1,,,,,,,,,,,,,,,,,
55C02Y,WIRESDOWN|ARC|MULT,WIRESSMM,2E+1M+1A,"ELECTRICAL HAZARD, WIRES DOWN W/ SMOKE OR ARCING, MULT INJURED PERSONS","WIRES DOWN, SMOKING/ARCING W/ MULT PTS",[DWP],5,2,,,1,1,,,,,,,,,,,,,,,,
55C03,ELEC|SUBS|ROUTINE,SUBSR,1E,"ELECTRICAL HAZARD, SUBSTATION/DISTRIBUTION STATION","ELEC PROB AT A SUBSTATION/DISTRIBUTION STATION, ROUTINE",[DWP],6,1,,,,,,,,,,,,,,,,,,,,
55C03A,ELEC|SUBS|ROUTINE,SUBSR,1E,"ELECTRICAL HAZARD, SUBSTATION/DISTRIBUTION STATION, ANIMALS THREATENED","ELEC PROB AT A SUBSTATION/DISTRIBUTION STATION, ROUTINE",[DWP],6,1,,,,,,,,,,,,,,,,,,,,
55C03B,ELEC|SUBS|ROUTINE,SUBSR,1E,"ELECTRICAL HAZARD, SUBSTATION/DISTRIBUTION STATION, BUILDINGS (NON-RESIDENTIAL) THREATENED","ELEC PROB AT A SUBSTATION/DISTRIBUTION STATION, ROUTINE",[DWP],6,1,,,,,,,,,,,,,,,,,,,,
55C03C,ELEC|SUBS,SUBS,1E,"ELECTRICAL HAZARD, SUBSTATION/DISTRIBUTION STATION, BRUSH/GRASS THREATENED",ELEC PROB AT A SUBSTATION/DISTRIBUTION STATION,[DWP],5,1,,,,,,,,,,,,,,,,,,,,
55C03D,ELEC|SUBS,SUBS,1E,"ELECTRICAL HAZARD, SUBSTATION/DISTRIBUTION STATION, WILDLAND THREATENED",ELEC PROB AT A SUBSTATION/DISTRIBUTION STATION,[DWP],5,1,,,,,,,,,,,,,,,,,,,,
55C03N,ELEC|SUBS|ALS1,SUBS1,1E+1M,"ELECTRICAL HAZARD, SUBSTATION/DISTRIBUTION STATION, PERSON IN CONTACT W/ ELECTRICAL HAZARD","ELEC PROB AT A SUBSTATION/DISTRIBUTION STATION, ALS1",[DWP],6,1,,,1,,,,,,,,,,,,,,,,,
55C03O,ELEC|SUBS|ROUTINE,SUBSR,1E,"ELECTRICAL HAZARD, SUBSTATION/DISTRIBUTION STATION, OTHER THREATENED","ELEC PROB AT A SUBSTATION/DISTRIBUTION STATION, ROUTINE",[DWP],6,1,,,,,,,,,,,,,,,,,,,,
55C03P,ELEC|SUBS,SUBS,1E,"ELECTRICAL HAZARD, SUBSTATION/DISTRIBUTION STATION, PEOPLE IN DANGER",ELEC PROB AT A SUBSTATION/DISTRIBUTION STATION,[DWP],5,1,,,,,,,,,,,,,,,,,,,,
55C03R,ELEC|SUBS,SUBS,1E,"ELECTRICAL HAZARD, SUBSTATION/DISTRIBUTION STATION, RESIDENTIAL THREATENED",ELEC PROB AT A SUBSTATION/DISTRIBUTION STATION,[DWP],5,1,,,,,,,,,,,,,,,,,,,,
55C03S,ELEC|SUBS|ALS2,SUBS2,1E+1T+1M+1EMSO,"ELECTRICAL HAZARD, SUBSTATION/DISTRIBUTION STATION, PERSON IN CONTACT W/ ELECTRICAL HAZARD & SINGLE INJURED PERSON","ELEC PROB AT A SUBSTATION/DISTRIBUTION STATION, ALS2",[DWP],5,1,1,,1,,1,,,,,,,,,,,,,,,
55C03T,ELEC|SUBS|MULT,SUBSM,2E+1T+1M+1A,"ELECTRICAL HAZARD, SUBSTATION/DISTRIBUTION STATION, PERSON IN CONTACT W/ ELECTRICAL HAZARD & MULT INJURED PERSONS",ELEC PROB AT A SUBSTATION/DISTRIBUTION STATION W/ MULT PTS,[DWP],5,2,1,,1,1,,,,,,,,,,,,,,,,
55C03U,ELEC|SUBS|ROUTINE,SUBSR,1E,"ELECTRICAL HAZARD, SUBSTATION/DISTRIBUTION STATION, UNKN THREATENED","ELEC PROB AT A SUBSTATION/DISTRIBUTION STATION, ROUTINE",[DWP],6,1,,,,,,,,,,,,,,,,,,,,
