,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
FVNAB,FIRE|VEH|TUNNEL|ALT|BLS,FVNAB,"VEHICLE FIRE IN A TUNNEL WITH ALTERNATIVE FUEL, B-L-S",3,1,1,,1,,1,,,,,,,2,,,,,,1,1,
FVNA1,FIRE|VEH|TUNNEL|ALT|ALS1,FVNA1,"VEHICLE FIRE IN A TUNNEL WITH ALTERNATIVE FUEL, A-L-S ONE",3,1,1,1,,,1,,,,,,,2,,,,,,1,1,
FVNA2,FIRE|VEH|TUNNEL|ALT|ALS2,FVNA2,"VEHICLE FIRE IN A TUNNEL WITH ALTERNATIVE FUEL, A-L-S TWO",3,1,1,1,,1,1,,,,,,,2,,,,,,1,1,
FVNAM,FIRE|VEH|TUNNEL|ALT|MULT,FVNAM,VEHICLE FIRE IN A TUNNEL WITH ALTERNATIVE FUEL AND MULTIPLE PATIENTS,3,1,1,1,1,1,1,,,,,,,2,,,,,,1,1,
FVNHA,FIRE|VEH|TUNNEL|HM|ALT,FVNHA,VEHICLE FIRE IN A TUNNEL WITH ALTERNATIVE FUEL AND HAZ MAT,3,1,1,,,,1,,,,,,,2,,,,,,1,1,
FVNHAB,FIRE|VEH|TUNNEL|HM|ALT|BLS,FVNHAB,"VEHICLE FIRE IN A TUNNEL WITH ALTERNATIVE FUEL AND HAZ MAT, B-L-S",3,1,1,,1,,1,,,,,,,2,,,,,,1,1,
FVNHA1,FIRE|VEH|TUNNEL|HM|ALT|ALS1,FVNHA1,"VEHICLE FIRE IN A TUNNEL WITH ALTERNATIVE FUEL AND HAZ MAT, A-L-S ONE",3,1,1,1,,,1,,,,,,,2,,,,,,1,1,
FVNHA2,FIRE|VEH|TUNNEL|HM|ALT|ALS2,FVNHA2,"VEHICLE FIRE IN A TUNNEL WITH ALTERNATIVE FUEL AND HAZ MAT, A-L-S TWO",3,1,1,1,,1,1,,,,,,,2,,,,,,1,1,
FVNHAM,FIRE|VEH|TUNNEL|HM|ALT|MULT,FVNHAM,"VEHICLE FIRE IN A TUNNEL WITH ALTERNATIVE FUEL, HAZ MAT, AND MULTIPLE PATIENTS",3,1,1,1,1,1,1,,,,,,,2,,,,,,1,1,
HMADAMPFMO,FIRE|VEH|EXPL|w/PD,HMADAMPFMO,VEHICLE FIRE WITH EXPLOSION AND POLICE,2,1,,2,,,,,,,,,,1,,,,,,2,1,
FUW,FIRE|WATER|APPLIANCE,FUW,APPLIANCE FIRE INVOLVING WATER,2,1,,,1,,,,,,,,,,,2,,,,1,,
FJW,FIRE|WATER|BLDG,FJW,STRUCTURE FIRE INVOLVING WATER,3,1,1,1,,,,,,,,,,,,2,,,,1,,
FJW1,FIRE|WATER|BLDG|ALS1,FJW1,"STRUCTURE FIRE INVOLVING WATER, A-L-S ONE",3,1,1,1,,,,,,,,,,,,2,,,,1,,
FJW2,FIRE|WATER|BLDG|ALS2,FJW2,"STRUCTURE FIRE INVOLVING WATER, A-L-S TWO",3,1,1,1,,1,,,,,,,,,,2,,,,1,,
FJWM,FIRE|WATER|BLDG|MULT,FJWM,STRUCTURE FIRE INVOLVING WATER WITH MULTIPLE PATIENTS,3,1,1,2,,1,,,,,,,,,,2,,,,1,,
FJTW,FIRE|WATER|BLDG|TRAP,FJTW,STRUCTURE FIRE INVOLVING WATER WITH ENTRAPMENT,3,1,1,2,,,,,,,,,,,,2,,,,1,,
FJTW2,FIRE|WATER|BLDG|TRAP|ALS2,FJTW2,"STRUCTURE FIRE INVOLVING WATER WITH ENTRAPMENT, A-L-S TWO",3,1,1,2,,1,,,,,,,,,,2,,,,1,,
FRW,FIRE|WATER|CHIMNEY,FRW,CHIMNEY FIRE INVOLVING WATER,2,1,,,1,,,,,,,,,,,2,,,,1,,
FEW,FIRE|WATER|ELECTRICALSHORT,FEW,ELECTRICAL SHORT INVOLVING WATER,2,1,,,,,,,,,,,,,,1,,,,,,
FWW,FIRE|WATER|OUT,FWW,EXTINGUISHED FIRE INVOLVING WATER,2,1,,,1,,,,,,,,,,,2,,,,1,,
FYW,FIRE|WATER|PERSON,FYW,PERSON ON FIRE INVOLVING WATER,3,1,1,2,,,,,,,,,,,,2,,,,1,,
FYW1,FIRE|WATER|PERSON|ALS1,FYW1,"PERSON ON FIRE INVOLVING WATER, A-L-S ONE",3,1,1,2,,,,,,,,,,,,2,,,,1,,
FYW2,FIRE|WATER|PERSON|ALS2,FYW2,"PERSON ON FIRE INVOLVING WATER, A-L-S TWO",3,1,1,2,,1,,,,,,,,,,2,,,,1,,
WTR2RS,FLOODINGVEH|TRAP,WTR2RS,VEHICLE IN THE FLOODWATER WITH ENTRAPMENT,2,1,1,1,1,,,,,,,,,,,4,,,,1,,
FF,FUEL|ODOR|BLS,FF,"FUEL ODOR, B-L-S",2,1,,,1,,,,,,,,,,,,,,,,,
FE,FUEL|ODOR|INSIDE,FE,FUEL ODOR|INSIDE,2,1,,,,,,,,,,,,,,,,,,,,
FDMULTP,FUEL|ODOR|MULT,FDMULTP,FUEL ODOR WITH MULTIPLE PATIENTS,2,1,,1,1,,,,,,,,,,,,,,,,,
SE,FUEL|ODOR|OUTSIDE,SE,FUEL ODOR OUTSIDE,1,,,,,,,,,,,,,,,,,,,,,
SE,FUEL|SPILL,SE,FUEL SPILL,1,,,,,,,,,,,,,,,,,,,,,
FC,FUEL|SPILL|BLS,FC,"FUEL SPILL, B-L-S",1,,,1,,,,,,,,,,,,,,,,,,
HMLOCAL,FUEL|SPILL|HM,HMLOCAL,FUEL SPILL WITH HAZ MAT,1,,,,,,,,,,,,,1,,,,,,,,
HMADAPT,FUEL|SPILL|LARGE,HMADAPT,LARGE FUEL SPILL,2,1,,2,,,,,,,,,,1,,,,,,1,,
FG,FUEL|SPILL|MULT,FG,FUEL SPILL WITH MULTIPLE PATIENTS,2,1,,,1,,,,,,,,,,,,,,,,,
SE,FUEL|SPILL|ROUTINE,SE,"FUEL SPILL, ROUTINE",1,,,,,,,,,,,,,,,,,,,,,
FE,GASLEAK,FE,GAS LEAK,2,1,,,,,,,,,,,,,,,,,,,,
FG,GASLEAK|BLS,FG,"GAS LEAK, B-L-S",2,1,,,1,,,,,,,,,,,,,,,,,
FDMULTP,GASLEAK|MULT,FDMULTP,GAS LEAK WITH MULTIPLE PATIENTS,2,1,,1,1,,,,,,,,,,,,,,,,,
SE,GASLEAK|OUTSIDE,SE,OUTSIDE GAS LEAK,1,,,,,,,,,,,,,,,,,,,,,
FC,GASLEAK|OUTSIDE|BLS,FC,"OUTSIDE GAS LEAK, B-L-S",1,,,1,,,,,,,,,,,,,,,,,,
FX,GASLEAK|OUTSIDE|MULT,FX,OUTSIDE GAS LEAK WITH MULTIPLE PATIENTS,1,,,1,1,1,,,,,,,,,,,,,,,,
GASFULL,GASMAJOR,GASFULL,MAJOR GAS EMERGENCY,3,1,1,1,,,,,,,,,,1,,,,,,1,,
SE,GASODOR,SE,GAS ODOR,1,,,,,,,,,,,,,,,,,,,,,
FC,GASODOR|BLS,FC,"GAS ODOR, B-L-S",1,,,1,,,,,,,,,,,,,,,,,,
FX,GASODOR|MULT,FX,GAS ODOR WITH MULTIPLE PATIENTS,1,,,1,1,1,,,,,,,,,,,,,,,,
ALS1,HEADACHE|ALS1,ALS1,"HEADACHE, A-L-S ONE",1,,,1,,,,,,,,,,,,,,,,,,
ALS2,HEADACHE|ALS2,ALS2,"HEADACHE, A-L-S TWO",1,,,1,,1,,,,,,,,,,,,,,,,
BLSU9,HEADACHE|BLS,BLSU9,"HEADACHE, B-L-S",,,,,1,,,,,,,,,,,,,,,,,
ALS1,HEADACHE|DECLOC|ALS1,ALS1,"HEADACHE WITH DECREASED LEVEL OF CONSCIOUSNESS, A-L-S ONE",1,,,1,,,,,,,,,,,,,,,,,,
BLSR,HEADACHE|ROUTINE,BLSR,"HEADACHE, ROUTINE",,,,,1,,,,,,,,,,,,,,,,,
ALS1,HEADACHE|TROUBLEBREATHING|ALS1,ALS1,"HEADACHE WITH TROUBLE BREATHING, A-L-S ONE",1,,,1,,,,,,,,,,,,,,,,,,
ALS1,HEART|ALS1,ALS1,"HEART PROBLEMS, A-L-S ONE",1,,,1,,,,,,,,,,,,,,,,,,
ALS2,HEART|ALS2,ALS2,"HEART PROBLEMS, A-L-S TWO",1,,,1,,1,,,,,,,,,,,,,,,,
BLSU9,HEART|BLS,BLSU9,"HEART PROBLEMS, B-L-S",,,,,1,,,,,,,,,,,,,,,,,
ALS1,HEART|CHESTPAIN|ALS1,ALS1,"HEART PROBLEMS WITH CHEST PAIN, A-L-S ONE",1,,,1,,,,,,,,,,,,,,,,,,
BLSU9,HEART|CHESTPAIN|BLS,BLSU9,"HEART PROBLEMS WITH CHEST PAIN, B-L-S",1,,,,1,,,,,,,,,,,,,,,,,
BLSR,HEART|ROUTINE,BLSR,"HEART PROBLEMS, ROUTINE",,,,,1,,,,,,,,,,,,,,,,,
ALS1,HEAT|ALS1,ALS1,"HEAT EXPOSURE, A-L-S ONE",1,,,1,,,,,,,,,,,,,,,,,,
BLSU9,HEAT|BLS,BLSU9,"HEAT EXPOSURE, B-L-S",,,,,1,,,,,,,,,,,,,,,,,
MLTP,HEAT|MULT,MLTP,HEAT WITH MULTIPLE PATIENTS,2,,,1,1,,,,,,,,,,,,,,,,,
BLSR,HEAT|ROUTINE,BLSR,"HEAT EXPOSURE, ROUTINE",,,,,1,,,,,,,,,,,,,,,,,
ALS1,HEMORRHAGE|ALS1,ALS1,"HEMORRHAGE, A-L-S ONE",1,,,1,,,,,,,,,,,,,,,,,,
ALS2,HEMORRHAGE|ALS2,ALS2,"HEMORRHAGE, A-L-S TWO",1,,,1,,1,,,,,,,,,,,,,,,,
BLSU9,HEMORRHAGE|BLS,BLSU9,"HEMORRHAGE, B-L-S",,,,,1,,,,,,,,,,,,,,,,,
AL2D,HEMORRHAGE|CPR,AL2D,"HEMORRHAGE WITH C-P-R, A-L-S TWO",1,,,1,,1,,,,,,,,,,,,,,,,
ALS1,HEMORRHAGE|MEDICAL|ALS1,ALS1,"MEDICAL HEMORRHAGE, A-L-S ONE",1,,,1,,,,,,,,,,,,,,,,,,
ALS2,HEMORRHAGE|MEDICAL|ALS2,ALS2,"MEDICAL HEMORRHAGE, A-L-S TWO",1,,,1,,1,,,,,,,,,,,,,,,,
BLSU9,HEMORRHAGE|MEDICAL|BLS,BLSU9,"MEDICAL HEMORRHAGE, B-L-S",,,,,1,,,,,,,,,,,,,,,,,
AL2D,HEMORRHAGE|MEDICAL|CPR,AL2D,"MEDICAL HEMORRHAGE WITH C-P-R, A-L-S TWO",1,,,1,,1,,,,,,,,,,,,,,,,
BLSR,HEMORRHAGE|MEDICAL|ROUTINE,BLSR,"MEDICAL HEMORRHAGE, ROUTINE",,,,,1,,,,,,,,,,,,,,,,,
BLSR,HEMORRHAGE|ROUTINE,BLSR,"HEMORRHAGE, ROUTINE",,,,,1,,,,,,,,,,,,,,,,,
ALS1,HEMORRHAGE|TRAUMA|ALS1,ALS1,"TRAUMATIC HEMORRHAGE, A-L-S ONE",1,,,1,,,,,,,,,,,,,,,,,,
ALS2,HEMORRHAGE|TRAUMA|ALS2,ALS2,"TRAUMATIC HEMORRHAGE, A-L-S TWO",1,,,1,,1,,,,,,,,,,,,,,,,
BLSU9,HEMORRHAGE|TRAUMA|BLS,BLSU9,"TRAUMATIC HEMORRHAGE, B-L-S",,,,,1,,,,,,,,,,,,,,,,,
AL2D,HEMORRHAGE|TRAUMA|CPR,AL2D,"TRAUMATIC HEMORRHAGE WITH C-P-R, A-L-S TWO",1,,,1,,1,,,,,,,,,,,,,,,,
BLSR,HEMORRHAGE|TRAUMA|ROUTINE,BLSR,"TRAUMATIC HEMORRHAGE, ROUTINE",,,,,1,,,,,,,,,,,,,,,,,
HMADAPT,HM|CONTAINED,HMADAPT,CONTAINED HAZ MAT,2,1,,2,,,,,,,,,,1,,,,,,1,,
HMADMPD,HM|CONTAINED|MULT|w/PD,HMADMPD,CONTAINED HAZ MAT WITH MULTIPLE PATIENTS AND POLICE,2,1,,2,,1,,,,,,,,1,,,,,,1,,
HMADPD,HM|CONTAINED|w/PD,HMADPD,CONTAINED HAZ MAT WITH POLICE,2,1,,2,,1,,,,,,,,1,,,,,,1,,
HMADPD,HM|CONTAINED|w/PD,HMADPD,CONTAINED HAZ MAT WITH POLICE,2,1,,2,,1,,,,,,,,1,,,,,,1,,
HMINVEST,HM|INVEST,HMINVEST,HAZ MAT INVEST,1,,,,,,,,,,,,,1,,,,,,,,
HMINVEST,HM|SPILL|SMALL,HMINVEST,SMALL HAZ MAT SPILL,1,,,,,,,,,,,,,1,,,,,,,,
HMADMPD,HM|UNCONTAINED|MULT|w/PD,HMADMPD,UNCONTAINED HAZ MAT WITH MULTIPLE PATIENTS AND POLICE,2,1,,2,,1,,,,,,,,1,,,,,,1,,
HMADAPT,HM|UNCONTAINED|w/PD,HMADAPT,UNCONTAINED HAZ MAT WITH POLICE,2,1,,2,,,,,,,,,,1,,,,,,1,,
HMADAPT,HMINVEST,HMADAPT,HAZ MAT INVESTIGATION,2,1,,2,,,,,,,,,,1,,,,,,1,,
HMINVEST,HMINVEST|ROUTINE,HMINVEST,"HAZ MAT INVESTIGATION, ROUTINE",1,,,,,,,,,,,,,1,,,,,,,,
HMADAPT,HMSPILL,HMADAPT,SMALL HAZ MAT SPILL,2,1,,2,,,,,,,,,,1,,,,,,1,,
HMLOCAL,HMSPILLSM,HMLOCAL,SMALL HAZ MAT SPILL,1,,,,,,,,,,,,,1,,,,,,,,
WTRALS2,ICE|RESQ,WTRALS2,ICE RESCUE,1,,,1,,,,,,,,,,,,4,,,,1,,
WTR2RS,ICE|RESQM,WTR2RS,ICE RESCUE WITH MULTIPLE PATIENTS,2,1,1,1,1,,,,,,,,,,,4,,,,1,,
HMADAPT,INHALE|ALS1,HMADAPT,"INHALATION EMERGENCY, A-L-S ONE",2,1,,2,,,,,,,,,,1,,,,,,1,,
HMADAPTALS2,INHALE|ALS2,HMADAPTALS2,"INHALATION EMERGENCY, A-L-S TWO",2,1,,2,,1,,,,,,,,1,,,,,,1,,
HMADAPT,INHALE|BLS,HMADAPT,"INHALATION EMERGENCY, B-L-S",2,1,,2,,,,,,,,,,1,,,,,,1,,
HMADPD,INHALE|MULT,HMADPD,INHALATION EMERGENCY WITH MULTIPLE PATIENTS,2,1,,2,,1,,,,,,,,1,,,,,,1,,
ALS1,INJURED|ALS1,ALS1,"INJURED PERSON, A-L-S ONE",1,,,1,,,,,,,,,,,,,,,,,,
AL2D,INJURED|ALS2,AL2D,"INJURED PERSON, A-L-S TWO",1,,,1,,1,,,,,,,,,,,,,,,,
BLSU9,INJURED|BLS,BLSU9,"INJURED PERSON, B-L-S",,,,,1,,,,,,,,,,,,,,,,,
BLSR,INJURED|ROUTINE,BLSR,"INJURED PERSON, ROUTINE",,,,,1,,,,,,,,,,,,,,,,,
BLSM,INJUREDMP|BLS,BLSM,"INJURED PERSON WITH EXTRA STAFFING, B-L-S",1,,,,1,,,,,,,,,,,,,,,,,
BLSNFR,INTERF|ROUTINE,BLSNFR,"INTERFACILITY, ROUTINE",,,,,1,,,,,,,,,,,,,,,,,
ALS1NFR,INTRF|ALS1,ALS1NFR,"INTERFACILITY, A-L-S ONE",,,,1,,,,,,,,,,,,,,,,,,
ALS2,INTRF|ALS2,ALS2,"INTERFACILITY, A-L-S TWO",1,,,1,,1,,,,,,,,,,,,,,,,
BLSNFR,INTRF|BLS,BLSNFR,"INTERFACILITY, B-L-S",,,,,1,,,,,,,,,,,,,,,,,
ALS1,INTRF|ExtraStaffing|ALS1,ALS1,"INTERFACILITY WITH EXTRA STAFFING, A-L-S ONE",1,,,1,,,,,,,,,,,,,,,,,,
BLSM,INTRF|ExtraStaffing|BLS,BLSM,"INTERFACILITY WITH EXTRA STAFFING, B-L-S",1,,,,1,,,,,,,,,,,,,,,,,
BLSM,INTRFMPR,BLSM,"INTERFACILITY WITH EXTRA STAFFING, ROUTINE",1,,,,1,,,,,,,,,,,,,,,,,
SE,INVEST,SE,INVESTIGATION,1,,,,,,,,,,,,,,,,,,,,,
FC,INVEST|BLS,FC,"INVESTIGATION, B-L-S",1,,,1,,,,,,,,,,,,,,,,,,
FX,INVEST|MULT,FX,INVESTIGATION WITH MULTIPLE PATIENTS,1,,,1,1,1,,,,,,,,,,,,,,,,
SE,INVEST|ROUTINE,SE,"INVESTIGATION, ROUTINE",1,,,,,,,,,,,,,,,,,,,,,
FC,LANDINGZONE,FC,LANDING ZONE,1,,,1,,,,,,,,,,,,,1,,,,,
SCTE,LANDINGZONE|ALS1,SCTE,"LANDING ZONE, A-L-S ONE",1,,,1,,,,,,,,,,,,,1,,,,,
SE,LIGHTNGSE,SE,"SERVICE CALL, LIGHTNING STRIKE",1,,,,,,,,,,,,,,,,,,,,,
FE,LIGHTNING,FE,LIGHTNING STRIKE,2,1,,,,,,,,,,,,,,,,,,,,
FG,LIGHTNING|BLS,FG,"LIGHTNING STRIKE, B-L-S",2,1,,,1,,,,,,,,,,,,,,,,,
FDMULTP,LIGHTNING|MULT,FDMULTP,LIGHTNING STRIKE WITH MULTIPLE PATIENTS,2,1,,1,1,,,,,,,,,,,,,,,,,
SCE,LOOKOUT,SCE,LOOKOUT,1,,,,,,,,,,,,,,,,,,,,,
LOST1,LOSTPERSON,LOST1,LOST PERSON,1,,,1,,,,1,,,,,,,,,,,,,,
LOST,LOSTPERSON|ROUTINE,LOST,"LOST PERSON, ROUTINE",1,,,,1,,,1,,,,,,,,,,,,,,
MA11,MA|1+1,MA11,"MUTUAL AID, ONE AND ONE",1,1,,,,,,,,,,,,,,,,,,,,
MA11R,MA|1+1|ROUTINE,MA11R,"MUTUAL AID, ONE AND ONE, ROUTINE",1,1,,,,,,,,,,,,,,,,,,,,
MA21,MA|2+1,MA21,"MUTUAL AID, TWO AND ONE",2,1,,,,,,,,,,,,,,,,,,,,
MA21R,MA|2+1|ROUTINE,MA21R,"MUTUAL AID, TWO AND ONE, ROUTINE",2,1,,,,,,,,,,,,,,,,,,,,
MAALSR,MA|ALS|ROUTINE,MAALSR,"MUTUAL AID, A-L-S, ROUTINE",,,,1,,,,,,,,,,,,,,,,,,
MAALS1,MA|ALS1,MAALS1,"MUTUAL AID, A-L-S ONE",1,,,1,,,,,,,,,,,,,,,,,,
MAALS2,MA|ALS2,MAALS2,"MUTUAL AID, A-L-S TWO",1,,,1,,1,,,,,,,,,,,,,,,,
MABLS,MA|BLS,MABLS,"MUTUAL AID, B-L-S",,,,,1,,,,,,,,,,,,,,,,,
MABLSR,MA|BLS|ROUTINE,MABLSR,"MUTUAL AID, B-L-S, ROUTINE",,,,,1,,,,,,,,,,,,,,,,,
MABOX,MA|BOX,MABOX,"MUTUAL AID, BOX TRANSMISSION",2,2,,,,,,,,,,,,,,,,,,1,,
MASE,MA|ENGINE,MASE,"MUTUAL AID, SINGLE ENGINE",1,,,,,,,,,,,,,,,,,,,,,
MASER,MA|ENGINE|ROUTINE,MASER,"MUTUAL AID, SINGLE ENGINE, ROUTINE",1,,,,,,,,,,,,,,,,,,,,,
MAMULT,MA|MULT,MAMULT,"MUTUAL AID, MULTIPLE PATIENTS",1,,,1,1,1,,,,,,,,,,,,,,,,
MASR,MA|RESCUE,MASR,"MUTUAL AID, SINGLE RESCUE",,,1,,,,,,,,,,,,,,,,,,,
MASRR,MA|RESCUE|ROUTINE,MASRR,"MUTUAL AID, SINGLE RESCUE, ROUTINE",,,1,,,,,,,,,,,,,,,,,,,
MASTAGE,MA|STAGE,MASTAGE,"MUTUAL AID, STAGE",,,,,,,,,,,,,,,,,,,,,,
MAST,MA|TRUCK,MAST,"MUTUAL AID, SINGLE TRUCK",,1,,,,,,,,,,,,,,,,,,,,
MASTR,MA|TRUCK|ROUTINE,MASTR,"MUTUAL AID, SINGLE TRUCK, ROUTINE",,1,,,,,,,,,,,,,,,,,,,,
MATXFR,MA|TXFR,MATXFR,"MUTUAL AID, TRANSFER",,,,,,,,,,,,,,,,,,,,,,
ALS1,MATERNITY|ALS1,ALS1,"MATERNITY, A-L-S ONE",1,,,1,,,,,,,,,,,,,,,,,,
BLSU9,MATERNITY|BLS,BLSU9,"MATERNITY, B-L-S",,,,,1,,,,,,,,,,,,,,,,,
BLSR,MATERNITY|ROUTINE,BLSR,"MATERNITY, ROUTINE",,,,,1,,,,,,,,,,,,,,,,,
MCI,MCI,MCI,MASS CASUALTY INCIDENT,2,,,3,2,1,,,,,,,,,,,,,,,,
MCI1,MCI LEVEL 1,MCI1,MASS CASUALTY INCIDENT,1,,,6,4,2,,,,,,,,,,,,,,,,
MCI2,MCI LEVEL 2,MCI2,MASS CASUALTY INCIDENT,1,,,9,6,3,,,,,,,,,,,,,,,,
MCI3,MCI LEVEL 3,MCI3,MASS CASUALTY INCIDENT,1,,,12,8,4,,,,,,,,,,,,,,,,
MCI4,MCI LEVEL 4,MCI4,MASS CASUALTY INCIDENT,1,,,15,10,5,,,,,,,,,,,,,,,,
MCI5,MCI LEVEL 5,MCI5,MASS CASUALTY INCIDENT,1,,,18,12,6,,,,,,,,,,,,,,,,
MEDTF,MEDICAL TASK FORCE,MEDTF,MEDICAL TASK FORCE,1,,,1,1,1,,,,,,,,,,,,,,,,
BLSM,MedicalAlertAlarm,BLSM,MEDICAL ALERT ALARM,1,,,,1,,,,,,,,,,,,,,,,,
EX,MilitaryOrdnance,EX,MILITARY ORDNANCE,1,,,,,,,,,,,,,,,,,,,1,2,
MULTPT,MULTIPLE PATIENTS,MULTPT,MULTIPLE PATIENTS,2,,,3,2,1,,,,,,,,,,,,,,,,
MVC1,MVC|ALS1,MVC1,"MOTOR VEHICLE COLLISION, A-L-S ONE",1,,,1,,,,,,,,,,,,,,,,,,
MVC2,MVC|ALS2,MVC2,"MOTOR VEHICLE COLLISION, A-L-S TWO",1,,,1,,1,,,,,,,,,,,,,,,,
MVCB,MVC|BLS,MVCB,"MOTOR VEHICLE COLLISION, B-L-S",1,,,,1,,,,,,,,,,,,,,,,,
MVCPC1,MVC|CYCLE|ALS1,MVCPC1,"MOTOR VEHICLE COLLISION INVOLVING A CYCLIST, A-L-S ONE",1,,,1,,,,,,,,,,,,,,,,,,
MVCPC2,MVC|CYCLE|ALS2,MVCPC2,"MOTOR VEHICLE COLLISION INVOLVING A CYCLIST, A-L-S TWO",1,,,1,,1,,,,,,,,,,,,,,,,
MVCPCB,MVC|CYCLE|BLS,MVCPCB,"MOTOR VEHICLE COLLISION INVOLVING A CYCLIST, B-L-S",1,,,,1,,,,,,,,,,,,,,,,,
MVCEJEC1,MVC|EJEC|ALS1,MVCEJEC1,"MOTOR VEHICLE COLLISION WITH EJECTION, A-L-S ONE",1,,1,1,1,1,,,,,,,,,,,,,,,,
MVCEJEC2,MVC|EJEC|ALS2,MVCEJEC2,"MOTOR VEHICLE COLLISION WITH EJECTION, A-L-S TWO",1,,1,2,,1,,,,,,,,,,,,,,,,
MVCEJECB,MVC|EJEC|BLS,MVCEJECB,"MOTOR VEHICLE COLLISION WITH EJECTION, B-L-S",1,,1,1,1,,,,,,,,,,,,,,,,,
MVCEJECHM1,MVC|EJEC|HM|ALS1,MVCEJECHM1,"MOTOR VEHICLE COLLISION WITH EJECTION AND HAZ MAT, A-L-S ONE",1,,1,1,1,1,,,,,,,,,,,,,,,,
MVCEJECHM2,MVC|EJEC|HM|ALS2,MVCEJECHM2,"MOTOR VEHICLE COLLISION WITH EJECTION AND HAZ MAT, A-L-S TWO",1,,1,2,,1,,,,,,,,,,,,,,,,
MVCEJECHMB,MVC|EJEC|HM|BLS,MVCEJECHMB,"MOTOR VEHICLE COLLISION WITH EJECTION AND HAZ MAT, B-L-S",1,,1,1,1,,,,,,,,,,,,,,,,,
MVCHM1,MVC|HM|ALS1,MVCHM1,"MOTOR VEHICLE COLLISION WITH HAZ MAT, A-L-S ONE",1,,1,1,,,,,,,,,,1,,,,,,,,
MVCHM2,MVC|HM|ALS2,MVCHM2,"MOTOR VEHICLE COLLISION WITH HAZ MAT, A-L-S TWO",1,,1,1,,1,,,,,,,,1,,,,,,,,
MVCHMB,MVC|HM|BLS,MVCHMB,"MOTOR VEHICLE COLLISION WITH HAZ MAT, B-L-S",1,,1,,1,,,,,,,,,1,,,,,,,,
MVCHM1,MVC|HM|CYCLE|ALS1,MVCHM1,"MOTOR VEHICLE COLLISION INVOLVING A CYCLIST WITH HAZ MAT, A-L-S ONE",1,,1,1,,,,,,,,,,1,,,,,,,,
MVCHM2,MVC|HM|CYCLE|ALS2,MVCHM2,"MOTOR VEHICLE COLLISION INVOLVING A CYCLIST WITH HAZ MAT, A-L-S TWO",1,,1,1,,1,,,,,,,,1,,,,,,,,
MVCHMB,MVC|HM|CYCLE|BLS,MVCHMB,"MOTOR VEHICLE COLLISION INVOLVING A CYCLIST WITH HAZ MAT, B-L-S",1,,1,,1,,,,,,,,,1,,,,,,,,
MVCHMMCI1,MVC|HM|MULT|ALS1,MVCHMMCI1,"MOTOR VEHICLE COLLISION WITH HAZ MAT AND MULTIPLE PATIENTS, A-L-S ONE",1,,1,1,1,,,,,,,,,1,,,,,,,,
MVCHMMCI2,MVC|HM|MULT|ALS2,MVCHMMCI2,"MOTOR VEHICLE COLLISION WITH HAZ MAT AND MULTIPLE PATIENTS, A-L-S TWO",1,,1,1,1,1,,,,,,,,1,,,,,,,,
MVCHMMCIB,MVC|HM|MULT|BLS,MVCHMMCIB,"MOTOR VEHICLE COLLISION WITH HAZ MAT AND MULTIPLE PATIENTS, B-L-S",1,,1,,2,,,,,,,,,1,,,,,,,,
MVCHM1,MVC|HM|PED|ALS1,MVCHM1,"MOTOR VEHICLE COLLISION INVOLVING A PEDESTRIAN WITH HAZ MAT, A-L-S ONE",1,,1,1,,,,,,,,,,1,,,,,,,,
MVCHM2,MVC|HM|PED|ALS2,MVCHM2,"MOTOR VEHICLE COLLISION INVOLVING A PEDESTRIAN WITH HAZ MAT, A-L-S TWO",1,,1,1,,1,,,,,,,,1,,,,,,,,
MVCHMB,MVC|HM|PED|BLS,MVCHMB,"MOTOR VEHICLE COLLISION INVOLVING A PEDESTRIAN WITH HAZ MAT, B-L-S",1,,1,,1,,,,,,,,,1,,,,,,,,
MVCHMBLDG1,MVC|HM|STRUC|ALS1,MVCHMBLDG1,"MOTOR VEHICLE COLLISION INTO A BUILDING WITH HAZ MAT, A-L-S ONE",2,1,1,1,1,,,,,,,,,1,1,,,,,,,
MVCHMBLDG2,MVC|HM|STRUC|ALS2,MVCHMBLDG2,"MOTOR VEHICLE COLLISION INTO A BUILDING WITH HAZ MAT, A-L-S TWO",2,1,1,2,,1,,,,,,,,1,1,,,,,,,
MVCHMBLDGB,MVC|HM|STRUC|BLS,MVCHMBLDGB,"MOTOR VEHICLE COLLISION INTO A BUILDING WITH HAZ MAT, B-L-S",2,1,1,,2,,,,,,,,,1,1,,,,,,,
MVCMECH1,MVC|MECH|ALS1,MVCMECH1,"MOTOR VEHICLE COLLISION WITH HIGH MECHANISM, A-L-S ONE",1,,1,1,1,,,,,,,,,,,,,,,,,
MVCMECH2,MVC|MECH|ALS2,MVCMECH2,"MOTOR VEHICLE COLLISION WITH HIGH MECHANISM, A-L-S TWO",1,,1,2,,1,,,,,,,,,,,,,,,,
MVCMECHB,MVC|MECH|BLS,MVCMECHB,"MOTOR VEHICLE COLLISION WITH HIGH MECHANISM, B-L-S",1,,1,,2,,,,,,,,,,,,,,,,,
MVCMECHHM1,MVC|MECH|HM|ALS1,MVCMECHHM1,"MOTOR VEHICLE COLLISION WITH HIGH MECHANISM AND HAZ MAT, A-L-S ONE",1,,1,1,1,,,,,,,,,1,,,,,,,,
